promotion_id,merchant_id,promotion_type,start_date,end_date,promo_spend,promotion_return,promotion_roi
P0001325,M00964,Free Delivery,2026-03-26,2026-04-04,29.59,63.58,1.1483
P0001326,M00965,Percentage Off,2026-05-02,2026-05-12,136.72,311.39,1.2777
P0001327,M00966,BOGO,2026-02-08,2026-02-16,57.58,64.5,0.1203
P0001328,M00966,Percentage Off,2026-04-19,2026-05-01,69.44,99.15,0.428
P0001329,M00967,Percentage Off,2026-03-20,2026-03-30,63.02,147.06,1.3337
P0001331,M00968,Sponsored Listing,2026-03-09,2026-03-13,52.14,136.19,1.6119
P0001330,M00968,BOGO,2026-04-24,2026-05-06,94.99,210.62,1.2172
P0001332,M00969,Free Delivery,2026-04-04,2026-04-14,104.27,192.69,0.8479
P0001333,M00970,Free Delivery,2026-02-19,2026-02-24,42.43,98.33,1.3174
P0001334,M00971,BOGO,2026-05-12,2026-05-22,99.5,168.01,0.6885
P0001335,M00972,Free Delivery,2026-02-18,2026-02-27,85.96,223.32,1.5978
P0001337,M00973,BOGO,2026-02-24,2026-02-28,70.61,149.78,1.1212
P0001336,M00973,Sponsored Listing,2026-04-27,2026-05-04,63.99,119.56,0.8685
P0001338,M00974,BOGO,2026-02-07,2026-02-17,97.51,179.26,0.8383
P0001339,M00975,Free Delivery,2026-04-27,2026-05-01,53.74,100.28,0.8661
P0001342,M00976,Free Delivery,2026-03-04,2026-03-16,142.98,381.18,1.6659
P0001341,M00976,Free Delivery,2026-04-08,2026-04-19,44.52,104.83,1.3549
P0001340,M00976,Percentage Off,2026-04-23,2026-05-04,171.89,451.61,1.6273
P0001344,M00978,BOGO,2026-03-04,2026-03-10,48.17,90.84,0.8859
P0001343,M00978,Percentage Off,2026-05-15,2026-05-27,93.42,293.46,2.1412
P0001345,M00979,BOGO,2026-03-15,2026-03-19,79.39,70.58,-0.111
P0001346,M00980,BOGO,2026-02-20,2026-03-01,96.3,230.73,1.3959
P0001347,M00980,BOGO,2026-05-10,2026-05-18,166.51,508.83,2.0559
P0001348,M00981,Sponsored Listing,2026-04-21,2026-04-26,66.77,121.99,0.827
P0001349,M00982,Sponsored Listing,2026-03-08,2026-03-18,31.11,68.21,1.1926
P0001350,M00983,Free Delivery,2026-03-04,2026-03-13,61.84,33.57,-0.4571
P0001351,M00984,Sponsored Listing,2026-02-15,2026-02-27,120.55,268.58,1.2279
P0001353,M00985,Free Delivery,2026-02-05,2026-02-13,48.49,127.91,1.6377
P0001352,M00985,Sponsored Listing,2026-04-01,2026-04-14,118.99,331.3,1.7843
P0001354,M00986,Free Delivery,2026-03-21,2026-03-28,205.08,447.03,1.1798
P0001355,M00987,Sponsored Listing,2026-03-24,2026-03-29,30.46,59.39,0.9496
P0001356,M00988,Free Delivery,2026-02-01,2026-02-06,93.45,154.45,0.6526
P0001357,M00989,Percentage Off,2026-02-04,2026-02-18,55.47,100.46,0.8113
P0001358,M00989,BOGO,2026-04-02,2026-04-10,76.96,141.9,0.8439
P0001359,M00990,Percentage Off,2026-05-20,2026-05-25,92.8,184.84,0.9917
P0001360,M00992,Percentage Off,2026-02-28,2026-03-04,152.27,355.57,1.3352
P0001361,M00993,Sponsored Listing,2026-02-18,2026-02-25,110.11,270.99,1.461
P0001362,M00994,Percentage Off,2026-02-02,2026-02-14,74.78,151.69,1.0284
P0001366,M00995,Percentage Off,2026-03-14,2026-03-19,199.74,288.11,0.4425
P0001364,M00995,Percentage Off,2026-03-20,2026-03-26,129.96,245.33,0.8877
P0001363,M00995,Free Delivery,2026-04-26,2026-05-08,258.82,825.81,2.1906
P0001365,M00995,Sponsored Listing,2026-04-29,2026-05-08,119.84,247.8,1.0677
P0001367,M00996,BOGO,2026-04-13,2026-04-26,142.93,344.26,1.4086
P0001368,M00996,Sponsored Listing,2026-04-28,2026-05-06,33.91,75.69,1.2319
P0001369,M00997,Percentage Off,2026-05-13,2026-05-18,46.18,105.45,1.2835
P0001370,M00998,Sponsored Listing,2026-03-22,2026-03-29,111.7,164.45,0.4723
P0001371,M01001,Sponsored Listing,2026-04-16,2026-04-22,137.16,304.94,1.2233
P0001372,M01001,BOGO,2026-05-15,2026-05-23,245.53,825.95,2.364
P0001373,M01002,Percentage Off,2026-03-23,2026-03-29,64.02,146.13,1.2826
P0001374,M01002,Free Delivery,2026-04-07,2026-04-12,102.27,218.38,1.1353
P0001375,M01003,Sponsored Listing,2026-02-09,2026-02-18,99.8,240.24,1.4071
P0001376,M01005,BOGO,2026-02-22,2026-02-28,96.85,174.86,0.8054
P0001377,M01005,Free Delivery,2026-03-14,2026-03-24,57.91,147.75,1.5515
P0001378,M01005,Free Delivery,2026-05-15,2026-05-19,104.8,193.23,0.8437
P0001379,M01006,BOGO,2026-03-24,2026-03-30,63.06,103.74,0.6451
P0001380,M01006,Percentage Off,2026-05-04,2026-05-13,165.98,396.59,1.3894
P0001381,M01007,Sponsored Listing,2026-05-02,2026-05-08,139.51,385.15,1.7607
P0001382,M01009,Free Delivery,2026-02-03,2026-02-14,129.49,196.08,0.5142
P0001383,M01010,Sponsored Listing,2026-02-06,2026-02-14,157.86,501.54,2.1771
P0001385,M01010,Free Delivery,2026-02-12,2026-02-25,73.81,128.53,0.7413
P0001384,M01010,Percentage Off,2026-05-10,2026-05-19,39.87,45.68,0.1457
P0001386,M01011,BOGO,2026-04-04,2026-04-08,50.14,96.25,0.9197
P0001387,M01011,Percentage Off,2026-04-12,2026-04-16,30.21,36.82,0.2187
P0001389,M01011,Free Delivery,2026-04-19,2026-04-27,103.93,185.95,0.7893
P0001388,M01011,BOGO,2026-04-24,2026-05-02,40.95,59.87,0.4621
P0001390,M01012,Percentage Off,2026-03-30,2026-04-05,172.85,315.24,0.8237
P0001391,M01013,Sponsored Listing,2026-03-10,2026-03-17,69.92,187.2,1.6772
P0001392,M01015,Sponsored Listing,2026-04-05,2026-04-17,85.29,178.97,1.0984
P0001393,M01016,Free Delivery,2026-03-25,2026-04-06,39.84,91.02,1.2845
P0001394,M01017,BOGO,2026-03-25,2026-04-07,101.07,171.93,0.701
P0001395,M01018,Free Delivery,2026-04-04,2026-04-12,47.69,69.53,0.458
P0001396,M01019,BOGO,2026-03-15,2026-03-20,253.43,691.72,1.7294
P0001397,M01019,Sponsored Listing,2026-04-20,2026-04-28,161.49,379.89,1.3523
P0001398,M01019,Percentage Off,2026-04-29,2026-05-05,86.8,209.95,1.4189
P0001399,M01020,Sponsored Listing,2026-04-30,2026-05-13,231.03,622.1,1.6927
P0001400,M01021,Sponsored Listing,2026-05-13,2026-05-18,134.74,315.47,1.3413
P0001401,M01022,Percentage Off,2026-04-14,2026-04-18,165.61,453.2,1.7366
P0001404,M01024,BOGO,2026-02-04,2026-02-10,63.43,142.7,1.2499
P0001403,M01024,BOGO,2026-03-04,2026-03-18,70.58,158.62,1.2472
P0001402,M01024,BOGO,2026-04-15,2026-04-28,71.11,109.42,0.5386
P0001405,M01026,Sponsored Listing,2026-03-13,2026-03-27,32.06,63.53,0.9819
P0001407,M01028,Sponsored Listing,2026-05-09,2026-05-20,62.97,183.31,1.9111
P0001406,M01028,Free Delivery,2026-05-19,2026-05-31,31.36,50.91,0.6234
P0001408,M01032,Free Delivery,2026-03-11,2026-03-17,134.51,225.68,0.6778
P0001409,M01032,Sponsored Listing,2026-05-18,2026-05-24,60.8,164.08,1.6989
P0001411,M01034,BOGO,2026-03-21,2026-03-29,234.58,438.95,0.8712
P0001410,M01034,Sponsored Listing,2026-04-27,2026-05-11,42.45,137.29,2.2345
P0001412,M01036,Percentage Off,2026-02-28,2026-03-14,119.93,263.89,1.2003
P0001414,M01037,BOGO,2026-03-07,2026-03-12,41.73,58.59,0.404
P0001413,M01037,BOGO,2026-04-01,2026-04-15,96.87,218.07,1.2511
P0001415,M01038,Free Delivery,2026-02-28,2026-03-12,125.77,196.7,0.5639
P0001418,M01039,BOGO,2026-03-31,2026-04-05,185.22,487.42,1.6316
P0001419,M01039,BOGO,2026-04-28,2026-05-08,24.36,48.25,0.9808
P0001416,M01039,Percentage Off,2026-05-12,2026-05-21,483.75,1041.5,1.153
P0001417,M01039,BOGO,2026-05-15,2026-05-23,55.01,137.04,1.4909
P0001420,M01040,Percentage Off,2026-02-28,2026-03-13,128.1,180.46,0.4088
P0001421,M01041,Free Delivery,2026-02-13,2026-02-26,52.98,91.17,0.7207
P0001422,M01042,BOGO,2026-04-22,2026-05-03,40.19,83.96,1.0893
P0001423,M01043,Percentage Off,2026-04-18,2026-04-24,30.77,25.07,-0.1852
P0001425,M01045,Free Delivery,2026-02-21,2026-03-01,116.61,222.03,0.904
P0001424,M01045,Sponsored Listing,2026-02-25,2026-03-05,73.87,148.05,1.0041
P0001426,M01045,Free Delivery,2026-04-05,2026-04-17,94.77,158.44,0.6718
P0001429,M01046,Percentage Off,2026-03-28,2026-04-07,96.15,206.31,1.1456
P0001427,M01046,Free Delivery,2026-04-22,2026-04-26,117.27,213.45,0.8202
P0001428,M01046,BOGO,2026-05-03,2026-05-08,82.75,178.0,1.1512
P0001430,M01047,Percentage Off,2026-04-18,2026-04-28,98.2,159.98,0.6291
P0001431,M01047,BOGO,2026-04-23,2026-04-29,88.71,159.45,0.7974
P0001432,M01048,Free Delivery,2026-03-19,2026-03-28,204.14,307.66,0.5071
P0001434,M01050,Percentage Off,2026-02-03,2026-02-12,150.31,172.67,0.1488
P0001433,M01050,Percentage Off,2026-04-02,2026-04-16,53.37,71.83,0.346
P0001435,M01051,Sponsored Listing,2026-03-05,2026-03-09,37.91,93.49,1.4659
P0001438,M01052,BOGO,2026-02-03,2026-02-08,235.54,691.68,1.9365
P0001437,M01052,Sponsored Listing,2026-03-22,2026-03-31,71.56,171.12,1.3914
P0001436,M01052,BOGO,2026-04-17,2026-05-01,184.98,373.21,1.0176
P0001439,M01052,Free Delivery,2026-04-24,2026-05-06,109.48,186.27,0.7015
P0001440,M01055,Sponsored Listing,2026-04-29,2026-05-04,114.67,308.69,1.692
P0001441,M01056,Sponsored Listing,2026-03-11,2026-03-18,83.59,224.09,1.6808
P0001442,M01056,Free Delivery,2026-04-24,2026-04-29,41.7,65.2,0.5636
P0001443,M01057,Free Delivery,2026-04-17,2026-04-26,123.79,358.53,1.8963
P0001444,M01058,Percentage Off,2026-03-30,2026-04-07,109.33,284.69,1.604
P0001445,M01059,Free Delivery,2026-03-15,2026-03-28,83.94,195.73,1.3318
P0001446,M01059,Percentage Off,2026-04-11,2026-04-16,117.77,276.73,1.3497
P0001447,M01060,Free Delivery,2026-04-11,2026-04-24,75.96,73.7,-0.0298
P0001449,M01060,BOGO,2026-05-03,2026-05-08,168.69,509.06,2.0177
P0001448,M01060,BOGO,2026-05-04,2026-05-17,32.09,88.18,1.7476
P0001453,M01061,BOGO,2026-03-10,2026-03-14,175.23,201.8,0.1516
P0001450,M01061,BOGO,2026-04-28,2026-05-08,61.29,152.51,1.4884
P0001452,M01061,Percentage Off,2026-05-09,2026-05-13,125.78,207.39,0.6488
P0001451,M01061,Sponsored Listing,2026-05-11,2026-05-15,63.95,78.83,0.2326
P0001454,M01064,BOGO,2026-03-04,2026-03-14,121.46,176.17,0.4504
P0001458,M01065,Percentage Off,2026-02-02,2026-02-12,61.78,132.88,1.1509
P0001455,M01065,Percentage Off,2026-03-18,2026-04-01,60.06,139.93,1.33
P0001457,M01065,Percentage Off,2026-05-11,2026-05-18,182.72,475.99,1.6051
P0001456,M01065,Free Delivery,2026-05-17,2026-05-27,116.55,279.81,1.4007
P0001460,M01066,Free Delivery,2026-03-18,2026-04-01,101.53,105.44,0.0385
P0001459,M01066,BOGO,2026-05-08,2026-05-12,132.11,249.4,0.8877
P0001462,M01067,Sponsored Listing,2026-02-15,2026-02-19,267.57,495.13,0.8504
P0001464,M01067,Percentage Off,2026-02-21,2026-02-25,182.02,368.32,1.0235
P0001465,M01067,BOGO,2026-03-31,2026-04-10,77.38,188.54,1.4366
P0001461,M01067,Free Delivery,2026-04-13,2026-04-26,65.5,142.69,1.1784
P0001463,M01067,Free Delivery,2026-04-27,2026-05-10,219.36,482.34,1.1989
P0001466,M01068,Sponsored Listing,2026-03-04,2026-03-14,96.79,259.82,1.6843
P0001468,M01069,Free Delivery,2026-02-20,2026-03-05,144.96,334.21,1.3055
P0001467,M01069,BOGO,2026-03-22,2026-04-05,173.17,446.36,1.5775
P0001469,M01070,BOGO,2026-05-15,2026-05-29,262.78,743.45,1.8292
P0001471,M01071,Percentage Off,2026-03-06,2026-03-12,126.96,311.72,1.4553
P0001470,M01071,Sponsored Listing,2026-04-25,2026-05-07,98.89,239.99,1.4268
P0001472,M01072,BOGO,2026-02-03,2026-02-08,165.06,403.26,1.4432
P0001473,M01072,Percentage Off,2026-04-11,2026-04-21,69.63,178.67,1.5661
P0001474,M01073,Sponsored Listing,2026-02-05,2026-02-14,69.53,99.54,0.4317
P0001475,M01073,Percentage Off,2026-03-21,2026-04-01,73.44,195.68,1.6644
P0001476,M01074,BOGO,2026-04-11,2026-04-24,123.49,242.46,0.9635
P0001477,M01075,Percentage Off,2026-02-18,2026-02-23,61.45,102.24,0.6637
P0001478,M01076,Percentage Off,2026-02-19,2026-03-04,43.74,112.14,1.5639
P0001479,M01077,Sponsored Listing,2026-02-02,2026-02-13,56.1,121.25,1.1615
P0001480,M01077,Free Delivery,2026-02-20,2026-02-25,107.84,389.91,2.6158
P0001481,M01078,Free Delivery,2026-02-20,2026-02-28,211.86,285.6,0.348
P0001482,M01080,BOGO,2026-04-08,2026-04-19,134.23,290.49,1.1641
P0001483,M01081,Sponsored Listing,2026-03-02,2026-03-08,114.16,224.82,0.9694
P0001484,M01083,BOGO,2026-05-13,2026-05-26,109.15,169.81,0.5557
P0001485,M01084,Percentage Off,2026-02-23,2026-03-05,252.36,734.47,1.9104
P0001486,M01084,Free Delivery,2026-03-15,2026-03-22,64.94,90.82,0.3986
P0001487,M01084,Sponsored Listing,2026-04-12,2026-04-17,127.1,412.5,2.2454
P0001488,M01085,Sponsored Listing,2026-04-05,2026-04-18,80.47,191.37,1.3781
P0001489,M01086,Percentage Off,2026-02-14,2026-02-23,74.85,244.84,2.271
P0001490,M01087,Free Delivery,2026-02-19,2026-02-23,227.77,571.37,1.5085
P0001491,M01088,Sponsored Listing,2026-05-20,2026-05-24,52.5,110.85,1.1115
P0001492,M01089,BOGO,2026-02-12,2026-02-18,75.85,141.3,0.8628
P0001494,M01089,BOGO,2026-03-30,2026-04-04,105.51,216.45,1.0516
P0001493,M01089,Percentage Off,2026-04-30,2026-05-11,108.6,97.04,-0.1065
P0001495,M01090,Free Delivery,2026-02-08,2026-02-14,67.7,142.81,1.1095
P0001496,M01090,Free Delivery,2026-02-15,2026-02-27,216.15,422.97,0.9568
P0001497,M01090,Sponsored Listing,2026-04-14,2026-04-26,88.21,280.0,2.1741
P0001499,M01091,Free Delivery,2026-03-10,2026-03-22,254.29,608.01,1.391
P0001500,M01091,Percentage Off,2026-03-25,2026-04-08,71.34,223.16,2.1282
P0001498,M01091,Percentage Off,2026-05-02,2026-05-15,77.81,230.02,1.9561
P0001502,M01092,BOGO,2026-02-11,2026-02-19,88.27,114.12,0.2928
P0001501,M01092,Percentage Off,2026-03-04,2026-03-15,279.75,852.06,2.0458
P0001504,M01093,Free Delivery,2026-02-21,2026-03-02,76.49,238.26,2.1148
P0001503,M01093,Sponsored Listing,2026-02-27,2026-03-05,83.23,233.96,1.811
P0001506,M01094,Percentage Off,2026-03-15,2026-03-27,54.54,126.31,1.3157
P0001505,M01094,Free Delivery,2026-04-09,2026-04-18,81.9,280.95,2.4303
P0001507,M01095,Sponsored Listing,2026-05-02,2026-05-09,178.52,403.29,1.259
P0001508,M01095,Sponsored Listing,2026-05-03,2026-05-14,148.59,365.56,1.4602
P0001510,M01097,Free Delivery,2026-02-23,2026-03-09,41.48,70.16,0.6913
P0001509,M01097,BOGO,2026-04-05,2026-04-10,112.48,319.2,1.8377
P0001512,M01098,Sponsored Listing,2026-02-22,2026-03-05,545.53,733.8,0.3451
P0001511,M01098,Free Delivery,2026-04-20,2026-05-01,68.04,115.26,0.694
P0001514,M01099,Percentage Off,2026-02-10,2026-02-17,50.32,146.06,1.9026
P0001513,M01099,Free Delivery,2026-04-27,2026-05-09,112.67,207.43,0.841
P0001515,M01102,Free Delivery,2026-05-11,2026-05-18,71.48,120.11,0.6803
P0001518,M01103,Free Delivery,2026-02-03,2026-02-07,52.44,60.12,0.1466
P0001516,M01103,Free Delivery,2026-02-10,2026-02-23,71.29,113.52,0.5923
P0001517,M01103,BOGO,2026-02-13,2026-02-24,52.38,145.37,1.775
P0001521,M01104,Percentage Off,2026-02-22,2026-03-03,63.52,144.03,1.2674
P0001519,M01104,Sponsored Listing,2026-04-25,2026-05-07,67.11,119.17,0.7757
P0001520,M01104,Free Delivery,2026-05-02,2026-05-11,126.24,384.33,2.0445
P0001522,M01105,Percentage Off,2026-02-03,2026-02-07,107.26,154.34,0.4389
P0001523,M01106,BOGO,2026-04-09,2026-04-22,76.26,201.26,1.6391
P0001525,M01108,Sponsored Listing,2026-02-20,2026-02-25,40.7,79.77,0.9598
P0001524,M01108,Percentage Off,2026-05-20,2026-05-28,82.52,162.09,0.9644
P0001526,M01110,BOGO,2026-03-15,2026-03-23,64.51,112.66,0.7464
P0001529,M01112,Percentage Off,2026-02-11,2026-02-17,115.46,142.81,0.2369
P0001528,M01112,Percentage Off,2026-03-11,2026-03-25,50.15,119.01,1.3731
P0001527,M01112,Sponsored Listing,2026-05-07,2026-05-11,100.47,190.11,0.8921
P0001531,M01113,BOGO,2026-02-25,2026-03-06,142.74,430.81,2.0182
P0001530,M01113,BOGO,2026-03-08,2026-03-19,113.21,173.67,0.5341
P0001532,M01114,Percentage Off,2026-04-09,2026-04-16,63.72,131.08,1.057
P0001533,M01115,BOGO,2026-04-10,2026-04-17,82.62,256.97,2.1103
P0001534,M01116,BOGO,2026-05-01,2026-05-07,57.01,73.87,0.2956
P0001535,M01117,Free Delivery,2026-03-15,2026-03-21,528.29,1536.62,1.9087
P0001537,M01118,BOGO,2026-03-26,2026-03-30,92.59,170.34,0.8397
P0001538,M01118,BOGO,2026-04-03,2026-04-09,48.63,131.41,1.702
P0001536,M01118,Percentage Off,2026-04-19,2026-04-26,130.84,306.74,1.3444
P0001539,M01119,BOGO,2026-04-11,2026-04-24,55.05,78.33,0.423
P0001540,M01119,Free Delivery,2026-04-12,2026-04-21,86.36,139.46,0.6148
P0001541,M01120,Free Delivery,2026-03-23,2026-03-29,48.58,131.85,1.7141
P0001543,M01121,Percentage Off,2026-02-05,2026-02-15,137.41,106.52,-0.2248
P0001542,M01121,Sponsored Listing,2026-03-09,2026-03-13,56.01,64.9,0.1587
P0001545,M01122,Percentage Off,2026-04-06,2026-04-14,63.83,112.47,0.7621
P0001544,M01122,Free Delivery,2026-05-05,2026-05-19,281.96,661.92,1.3476
P0001546,M01123,Sponsored Listing,2026-03-18,2026-03-31,58.63,111.28,0.8978
P0001548,M01124,Sponsored Listing,2026-02-05,2026-02-09,69.78,137.02,0.9636
P0001547,M01124,Free Delivery,2026-02-14,2026-02-26,148.25,260.78,0.7591
P0001549,M01125,Percentage Off,2026-04-21,2026-04-27,76.33,158.6,1.078
P0001550,M01126,Percentage Off,2026-04-15,2026-04-29,75.15,190.84,1.5394
P0001551,M01127,BOGO,2026-04-11,2026-04-23,54.18,130.42,1.4072
P0001552,M01128,Sponsored Listing,2026-02-23,2026-03-03,71.97,89.21,0.2396
P0001553,M01131,Free Delivery,2026-03-12,2026-03-21,141.25,370.69,1.6244
P0001554,M01131,Free Delivery,2026-04-04,2026-04-11,195.42,424.72,1.1734
P0001556,M01133,Percentage Off,2026-02-23,2026-03-09,34.64,85.13,1.4578
P0001555,M01133,Free Delivery,2026-02-27,2026-03-07,135.37,312.48,1.3084
P0001558,M01134,BOGO,2026-03-20,2026-03-27,65.4,116.89,0.7872
P0001557,M01134,Free Delivery,2026-05-09,2026-05-17,116.58,219.05,0.879
P0001560,M01135,Free Delivery,2026-05-12,2026-05-22,57.85,134.75,1.3294
P0001559,M01135,Percentage Off,2026-05-15,2026-05-21,52.34,87.76,0.6767
P0001561,M01136,Sponsored Listing,2026-05-20,2026-05-25,59.31,126.38,1.131
P0001562,M01138,Sponsored Listing,2026-03-21,2026-03-25,34.3,89.99,1.6237
P0001563,M01141,Percentage Off,2026-02-14,2026-02-26,78.6,117.01,0.4888
P0001564,M01143,Percentage Off,2026-04-17,2026-04-29,92.34,163.75,0.7733
P0001566,M01145,Free Delivery,2026-02-22,2026-03-08,73.96,169.69,1.2944
P0001565,M01145,BOGO,2026-03-19,2026-03-27,188.25,492.97,1.6187
P0001567,M01145,Sponsored Listing,2026-04-07,2026-04-16,65.43,142.47,1.1774
P0001568,M01146,BOGO,2026-04-16,2026-04-20,66.2,156.79,1.3686
P0001572,M01147,BOGO,2026-02-20,2026-02-24,186.07,446.39,1.399
P0001569,M01147,Sponsored Listing,2026-03-27,2026-03-31,34.42,70.02,1.034
P0001570,M01147,Sponsored Listing,2026-04-14,2026-04-22,41.22,84.13,1.0412
P0001571,M01147,Free Delivery,2026-04-26,2026-05-09,55.4,114.1,1.0596
P0001574,M01148,Free Delivery,2026-03-21,2026-03-30,82.32,206.09,1.5036
P0001573,M01148,Sponsored Listing,2026-04-03,2026-04-07,125.17,199.62,0.5948
P0001575,M01149,BOGO,2026-02-03,2026-02-17,195.71,394.02,1.0133
P0001576,M01150,Sponsored Listing,2026-05-11,2026-05-23,143.6,339.17,1.362
P0001577,M01151,Sponsored Listing,2026-05-02,2026-05-10,98.34,283.5,1.8828
P0001578,M01154,Sponsored Listing,2026-02-16,2026-03-02,146.3,66.87,-0.5429
P0001579,M01156,Free Delivery,2026-03-25,2026-04-03,52.81,137.87,1.6108
P0001582,M01157,Free Delivery,2026-03-02,2026-03-12,69.15,140.06,1.0253
P0001580,M01157,Percentage Off,2026-04-16,2026-04-29,57.08,88.5,0.5504
P0001581,M01157,BOGO,2026-05-04,2026-05-12,62.44,153.16,1.453
P0001584,M01159,BOGO,2026-03-16,2026-03-27,59.94,162.47,1.7103
P0001585,M01159,BOGO,2026-03-26,2026-04-09,74.42,111.14,0.4935
P0001583,M01159,Sponsored Listing,2026-04-03,2026-04-09,37.93,123.26,2.2492
P0001586,M01160,BOGO,2026-03-11,2026-03-20,76.46,96.35,0.2601
P0001587,M01161,BOGO,2026-04-06,2026-04-17,156.98,419.24,1.6707
P0001588,M01162,Free Delivery,2026-02-14,2026-02-24,57.13,61.86,0.0828
P0001590,M01162,Free Delivery,2026-03-01,2026-03-08,255.03,808.57,2.1704
P0001589,M01162,BOGO,2026-05-18,2026-05-23,142.01,269.12,0.8951
P0001591,M01164,Sponsored Listing,2026-02-11,2026-02-20,225.31,415.44,0.8439
P0001592,M01164,Free Delivery,2026-03-28,2026-04-07,69.71,100.53,0.4421
P0001593,M01165,BOGO,2026-03-15,2026-03-25,101.32,331.3,2.2698
P0001594,M01165,Sponsored Listing,2026-03-15,2026-03-24,71.75,145.58,1.0291
P0001595,M01170,BOGO,2026-02-09,2026-02-18,226.77,430.17,0.8969
P0001596,M01170,Free Delivery,2026-03-06,2026-03-16,60.92,109.67,0.8003
P0001597,M01170,Free Delivery,2026-04-17,2026-04-24,196.08,536.21,1.7347
P0001598,M01172,Sponsored Listing,2026-02-03,2026-02-10,64.37,107.19,0.665
P0001599,M01172,Free Delivery,2026-04-01,2026-04-08,58.18,143.76,1.4708
P0001603,M01174,Percentage Off,2026-02-25,2026-03-08,110.43,297.96,1.6981
P0001602,M01174,Percentage Off,2026-03-31,2026-04-08,85.37,151.22,0.7714
P0001601,M01174,Free Delivery,2026-04-26,2026-05-09,39.52,80.63,1.0403
P0001600,M01174,Free Delivery,2026-05-11,2026-05-16,28.12,49.41,0.7569
P0001604,M01175,Percentage Off,2026-03-22,2026-04-05,119.75,369.88,2.0886
P0001605,M01176,Free Delivery,2026-03-07,2026-03-15,198.57,466.6,1.3498
P0001606,M01176,Free Delivery,2026-04-23,2026-05-06,109.03,381.49,2.4989
P0001607,M01178,BOGO,2026-05-14,2026-05-19,129.75,164.74,0.2696
P0001608,M01179,Sponsored Listing,2026-03-01,2026-03-11,398.26,1226.51,2.0796
P0001609,M01180,Percentage Off,2026-05-08,2026-05-21,49.47,123.06,1.4874
P0001610,M01181,Sponsored Listing,2026-05-11,2026-05-25,135.7,330.72,1.4371
P0001612,M01182,Percentage Off,2026-04-10,2026-04-14,94.31,208.9,1.2149
P0001611,M01182,BOGO,2026-04-14,2026-04-21,74.47,176.15,1.3655
P0001613,M01184,Sponsored Listing,2026-04-04,2026-04-17,58.72,133.94,1.281
P0001617,M01185,Percentage Off,2026-02-07,2026-02-16,157.78,159.27,0.0095
P0001615,M01185,Free Delivery,2026-02-24,2026-03-03,112.08,403.82,2.6029
P0001616,M01185,BOGO,2026-04-06,2026-04-11,59.94,132.08,1.2034
P0001614,M01185,Free Delivery,2026-04-27,2026-05-08,52.61,118.23,1.2473
P0001618,M01186,Percentage Off,2026-04-29,2026-05-12,201.67,249.94,0.2393
P0001619,M01187,Percentage Off,2026-05-05,2026-05-10,73.31,114.93,0.5678
P0001620,M01188,Percentage Off,2026-02-05,2026-02-09,67.44,109.85,0.6287
P0001621,M01189,BOGO,2026-05-06,2026-05-16,48.93,158.59,2.2409
P0001622,M01191,Free Delivery,2026-04-15,2026-04-23,46.52,130.98,1.8158
P0001623,M01192,Free Delivery,2026-03-05,2026-03-12,63.46,135.47,1.1348
P0001624,M01193,Percentage Off,2026-02-23,2026-03-05,89.93,158.97,0.7677
P0001625,M01196,Percentage Off,2026-05-17,2026-05-21,116.98,155.31,0.3276
P0001626,M01197,Free Delivery,2026-04-17,2026-04-21,96.94,188.28,0.9422
P0001628,M01198,Percentage Off,2026-02-16,2026-02-23,38.68,97.49,1.5202
P0001627,M01198,BOGO,2026-04-19,2026-05-02,28.19,89.48,2.1736
P0001629,M01199,Sponsored Listing,2026-02-15,2026-02-26,64.78,133.29,1.0574
P0001630,M01199,Free Delivery,2026-05-09,2026-05-19,56.1,120.27,1.1439
P0001631,M01200,Percentage Off,2026-02-22,2026-03-05,123.21,194.04,0.5749
P0001633,M01201,Percentage Off,2026-03-24,2026-03-28,43.44,99.43,1.2887
P0001632,M01201,Percentage Off,2026-05-04,2026-05-08,57.49,159.42,1.773
P0001634,M01202,Sponsored Listing,2026-02-08,2026-02-19,35.34,77.07,1.1805
P0001635,M01204,BOGO,2026-05-09,2026-05-14,381.7,964.97,1.5281
P0001636,M01204,Sponsored Listing,2026-05-09,2026-05-15,75.64,227.09,2.0024
P0001638,M01207,Percentage Off,2026-02-22,2026-03-06,35.25,53.9,0.5291
P0001637,M01207,Percentage Off,2026-03-21,2026-03-27,110.76,273.81,1.472
P0001639,M01207,BOGO,2026-04-30,2026-05-14,36.67,87.29,1.3807
P0001640,M01209,Free Delivery,2026-02-06,2026-02-17,57.36,102.8,0.792
P0001642,M01209,BOGO,2026-03-13,2026-03-18,80.63,89.8,0.1137
P0001641,M01209,BOGO,2026-04-11,2026-04-19,65.03,168.66,1.5935
P0001643,M01210,Free Delivery,2026-04-28,2026-05-06,60.57,108.53,0.7919
P0001644,M01214,Sponsored Listing,2026-02-04,2026-02-12,72.45,151.89,1.0964
P0001645,M01215,Free Delivery,2026-05-04,2026-05-08,96.52,144.42,0.4963
P0001648,M01216,BOGO,2026-02-15,2026-02-25,193.95,510.24,1.6308
P0001646,M01216,Percentage Off,2026-02-23,2026-03-01,92.75,234.74,1.5309
P0001647,M01216,Free Delivery,2026-04-11,2026-04-19,86.68,142.47,0.6436
P0001649,M01217,Sponsored Listing,2026-02-25,2026-03-10,189.62,386.29,1.0372
