merchant_id,date,is_open,scheduled_hours,actual_open_hours,business_hours_consistency,temporary_closure_flag,orders_created,accepted_orders,cancelled_orders,merchant_delay_orders,avg_prep_minutes
M00991,2026-05-15,1,8.85,7.5,0.8467,0,0,0,0,0,
M00991,2026-05-16,1,11.11,9.16,0.8239,0,0,0,0,0,
M00991,2026-05-17,1,7.51,6.6,0.8786,0,0,0,0,0,
M00991,2026-05-18,1,8.94,6.9,0.7712,0,1,1,0,0,33.03
M00991,2026-05-19,1,9.01,6.18,0.686,0,0,0,0,0,
M00991,2026-05-20,1,13.23,12.7,0.9598,0,1,1,0,0,15.87
M00991,2026-05-21,1,10.94,9.02,0.8246,0,0,0,0,0,
M00991,2026-05-22,1,10.08,7.68,0.7616,0,0,0,0,0,
M00991,2026-05-23,1,9.0,9.0,1.0,0,1,1,0,0,20.61
M00991,2026-05-24,0,8.41,0.0,0.0,0,0,0,0,0,
M00991,2026-05-25,1,9.35,6.9,0.7375,0,2,2,0,0,22.705
M00991,2026-05-26,1,9.09,7.63,0.8395,0,0,0,0,0,
M00991,2026-05-27,1,10.91,8.9,0.816,0,0,0,0,0,
M00991,2026-05-28,0,7.79,0.0,0.0,0,0,0,0,0,
M00991,2026-05-29,1,10.71,8.97,0.8373,0,0,0,0,0,
M00991,2026-05-30,1,10.09,8.03,0.7954,0,0,0,0,0,
M00991,2026-05-31,1,9.07,9.07,1.0,0,1,0,1,0,
M00992,2026-02-01,0,7.84,0.0,0.0,1,1,1,0,0,26.19
M00992,2026-02-02,1,11.07,7.13,0.6436,0,1,1,0,1,21.46
M00992,2026-02-03,1,8.97,6.33,0.705,0,0,0,0,0,
M00992,2026-02-04,1,9.23,7.91,0.8573,0,1,1,0,0,26.9
M00992,2026-02-05,1,8.55,7.04,0.8237,0,0,0,0,0,
M00992,2026-02-06,1,9.07,8.45,0.9308,0,1,1,0,0,20.78
M00992,2026-02-07,0,9.52,0.0,0.0,0,0,0,0,0,
M00992,2026-02-08,1,9.43,5.57,0.5906,0,1,1,0,0,28.61
M00992,2026-02-09,1,10.5,7.58,0.7217,0,0,0,0,0,
M00992,2026-02-10,1,7.77,6.84,0.8796,0,1,1,0,0,33.6
M00992,2026-02-11,1,9.36,7.61,0.8126,0,0,0,0,0,
M00992,2026-02-12,0,8.19,0.0,0.0,0,0,0,0,0,
M00992,2026-02-13,1,8.32,7.62,0.9159,0,0,0,0,0,
M00992,2026-02-14,1,7.74,6.51,0.8413,0,0,0,0,0,
M00992,2026-02-15,1,10.63,7.43,0.699,0,0,0,0,0,
M00992,2026-02-16,0,8.67,0.0,0.0,1,0,0,0,0,
M00992,2026-02-17,1,9.2,7.56,0.8213,0,0,0,0,0,
M00992,2026-02-18,1,9.63,7.77,0.8073,0,1,1,0,0,30.28
M00992,2026-02-19,1,9.15,7.96,0.8701,0,1,1,0,0,36.39
M00992,2026-02-20,1,8.0,5.38,0.6718,0,1,1,0,0,27.09
M00992,2026-02-21,1,9.62,6.14,0.6382,0,0,0,0,0,
M00992,2026-02-22,1,8.89,7.62,0.8572,0,0,0,0,0,
M00992,2026-02-23,1,9.55,4.88,0.5114,0,0,0,0,0,
M00992,2026-02-24,1,10.09,8.91,0.8831,0,0,0,0,0,
M00992,2026-02-25,1,8.58,6.73,0.7843,0,0,0,0,0,
M00992,2026-02-26,1,9.68,8.11,0.838,0,0,0,0,0,
M00992,2026-02-27,1,8.29,5.1,0.6151,0,0,0,0,0,
M00992,2026-02-28,1,9.44,7.83,0.8301,0,0,0,0,0,
M00992,2026-03-01,1,6.95,5.22,0.7515,0,0,0,0,0,
M00992,2026-03-02,1,9.41,5.7,0.6055,0,0,0,0,0,
M00992,2026-03-03,1,9.03,6.92,0.7667,0,0,0,0,0,
M00992,2026-03-04,1,10.39,8.48,0.8162,0,0,0,0,0,
M00992,2026-03-05,1,9.58,7.73,0.8074,0,0,0,0,0,
M00992,2026-03-06,1,10.57,7.16,0.6775,0,0,0,0,0,
M00992,2026-03-07,1,10.43,7.91,0.7589,0,1,0,1,0,
M00992,2026-03-08,0,9.16,0.0,0.0,1,0,0,0,0,
M00992,2026-03-09,1,8.3,5.49,0.6623,0,0,0,0,0,
M00992,2026-03-10,1,10.06,8.74,0.8686,0,0,0,0,0,
M00992,2026-03-11,0,10.82,0.0,0.0,1,1,1,0,0,21.2
M00992,2026-03-12,0,10.94,0.0,0.0,0,1,1,0,0,22.78
M00992,2026-03-13,1,11.24,7.97,0.7087,0,0,0,0,0,
M00992,2026-03-14,1,7.32,4.76,0.6497,0,0,0,0,0,
M00992,2026-03-15,1,7.78,6.81,0.8763,0,0,0,0,0,
M00992,2026-03-16,1,9.16,8.43,0.9199,0,0,0,0,0,
M00992,2026-03-17,1,7.94,6.5,0.8185,0,1,1,0,0,26.36
M00992,2026-03-18,0,7.5,0.0,0.0,0,0,0,0,0,
M00992,2026-03-19,1,9.22,7.7,0.8348,0,0,0,0,0,
M00992,2026-03-20,1,8.38,5.16,0.6159,0,1,1,0,0,32.18
M00992,2026-03-21,1,11.85,7.4,0.6242,0,0,0,0,0,
M00992,2026-03-22,1,8.65,5.55,0.6414,0,0,0,0,0,
M00992,2026-03-23,1,8.66,6.8,0.7856,0,0,0,0,0,
M00992,2026-03-24,1,10.39,6.77,0.6511,0,0,0,0,0,
M00992,2026-03-25,0,7.85,0.0,0.0,1,0,0,0,0,
M00992,2026-03-26,1,8.05,6.79,0.8437,0,0,0,0,0,
M00992,2026-03-27,1,8.58,6.34,0.739,0,0,0,0,0,
M00992,2026-03-28,1,9.19,6.82,0.7423,0,0,0,0,0,
M00992,2026-03-29,1,7.81,7.54,0.9659,0,1,1,0,0,18.8
M00992,2026-03-30,0,9.2,0.0,0.0,1,0,0,0,0,
M00992,2026-03-31,0,8.85,0.0,0.0,0,0,0,0,0,
M00992,2026-04-01,0,10.39,0.0,0.0,0,0,0,0,0,
M00992,2026-04-02,1,9.28,7.75,0.8348,0,0,0,0,0,
M00992,2026-04-03,1,11.08,9.42,0.8498,0,0,0,0,0,
M00992,2026-04-04,1,10.01,7.21,0.7207,0,1,1,0,0,16.15
M00992,2026-04-05,1,9.09,5.78,0.6356,0,0,0,0,0,
M00992,2026-04-06,1,8.75,7.72,0.8827,0,0,0,0,0,
M00992,2026-04-07,0,9.11,0.0,0.0,0,0,0,0,0,
M00992,2026-04-08,1,8.05,5.54,0.6886,0,0,0,0,0,
M00992,2026-04-09,1,8.98,7.0,0.7794,0,0,0,0,0,
M00992,2026-04-10,1,7.38,3.87,0.5252,0,1,1,0,0,17.67
M00992,2026-04-11,0,7.63,0.0,0.0,1,0,0,0,0,
M00992,2026-04-12,1,10.61,6.91,0.6511,0,1,1,0,0,22.03
M00992,2026-04-13,1,8.21,5.76,0.7021,0,0,0,0,0,
M00992,2026-04-14,1,6.88,4.18,0.607,0,0,0,0,0,
M00992,2026-04-15,1,9.33,7.48,0.8021,0,0,0,0,0,
M00992,2026-04-16,0,9.72,0.0,0.0,1,0,0,0,0,
M00992,2026-04-17,0,8.89,0.0,0.0,0,0,0,0,0,
M00992,2026-04-18,1,8.25,5.17,0.6269,0,0,0,0,0,
M00992,2026-04-19,1,8.03,5.86,0.73,0,1,1,0,1,25.29
M00992,2026-04-20,1,7.74,6.63,0.8565,0,0,0,0,0,
M00992,2026-04-21,1,8.48,6.23,0.7343,0,0,0,0,0,
M00992,2026-04-22,1,8.24,6.66,0.8091,0,0,0,0,0,
M00992,2026-04-23,0,8.57,0.0,0.0,1,0,0,0,0,
M00992,2026-04-24,1,11.11,8.3,0.7475,0,0,0,0,0,
M00992,2026-04-25,1,9.56,6.7,0.7008,0,0,0,0,0,
M00992,2026-04-26,0,10.03,0.0,0.0,0,0,0,0,0,
M00992,2026-04-27,0,8.48,0.0,0.0,0,0,0,0,0,
M00992,2026-04-28,1,9.67,8.32,0.8606,0,0,0,0,0,
M00992,2026-04-29,1,8.78,7.37,0.8391,0,0,0,0,0,
M00992,2026-04-30,1,10.88,8.35,0.7674,0,0,0,0,0,
M00992,2026-05-01,0,8.3,0.0,0.0,1,0,0,0,0,
M00992,2026-05-02,0,7.27,0.0,0.0,0,0,0,0,0,
M00992,2026-05-03,0,8.79,0.0,0.0,0,0,0,0,0,
M00992,2026-05-04,0,9.72,0.0,0.0,1,0,0,0,0,
M00992,2026-05-05,0,9.93,0.0,0.0,0,0,0,0,0,
M00992,2026-05-06,0,7.53,0.0,0.0,1,0,0,0,0,
M00992,2026-05-07,0,6.6,0.0,0.0,1,0,0,0,0,
M00992,2026-05-08,0,10.8,0.0,0.0,0,0,0,0,0,
M00992,2026-05-09,0,8.84,0.0,0.0,1,0,0,0,0,
M00992,2026-05-10,0,8.09,0.0,0.0,1,0,0,0,0,
M00992,2026-05-11,0,8.76,0.0,0.0,1,0,0,0,0,
M00992,2026-05-12,0,7.45,0.0,0.0,0,0,0,0,0,
M00992,2026-05-13,0,8.22,0.0,0.0,0,0,0,0,0,
M00992,2026-05-14,1,9.58,6.52,0.6803,0,0,0,0,0,
M00992,2026-05-15,0,10.01,0.0,0.0,0,0,0,0,0,
M00992,2026-05-16,0,6.37,0.0,0.0,1,0,0,0,0,
M00992,2026-05-17,0,9.13,0.0,0.0,0,0,0,0,0,
M00992,2026-05-18,0,9.16,0.0,0.0,1,0,0,0,0,
M00992,2026-05-19,0,8.43,0.0,0.0,1,0,0,0,0,
M00992,2026-05-20,0,10.52,0.0,0.0,0,0,0,0,0,
M00992,2026-05-21,0,7.94,0.0,0.0,1,0,0,0,0,
M00992,2026-05-22,0,10.44,0.0,0.0,1,0,0,0,0,
M00992,2026-05-23,0,8.84,0.0,0.0,1,0,0,0,0,
M00992,2026-05-24,0,9.25,0.0,0.0,1,0,0,0,0,
M00992,2026-05-25,0,7.41,0.0,0.0,1,0,0,0,0,
M00992,2026-05-26,0,9.38,0.0,0.0,0,0,0,0,0,
M00992,2026-05-27,0,8.77,0.0,0.0,1,0,0,0,0,
M00992,2026-05-28,0,9.79,0.0,0.0,1,0,0,0,0,
M00992,2026-05-29,1,9.73,7.88,0.81,0,0,0,0,0,
M00992,2026-05-30,1,9.36,7.91,0.8448,0,0,0,0,0,
M00992,2026-05-31,0,8.75,0.0,0.0,1,0,0,0,0,
M00993,2026-02-01,1,11.04,8.66,0.7842,0,0,0,0,0,
M00993,2026-02-02,1,8.17,5.47,0.6701,0,1,1,0,0,22.54
M00993,2026-02-03,1,9.22,5.99,0.6505,0,0,0,0,0,
M00993,2026-02-04,1,9.01,6.59,0.7311,0,1,1,0,0,22.62
M00993,2026-02-05,0,9.75,0.0,0.0,1,0,0,0,0,
M00993,2026-02-06,1,9.13,5.48,0.5999,0,0,0,0,0,
M00993,2026-02-07,1,9.46,7.96,0.8416,0,0,0,0,0,
M00993,2026-02-08,1,11.74,9.87,0.841,0,0,0,0,0,
M00993,2026-02-09,1,6.35,5.35,0.843,0,0,0,0,0,
M00993,2026-02-10,1,9.08,7.46,0.8215,0,0,0,0,0,
M00993,2026-02-11,1,9.92,6.38,0.6434,0,0,0,0,0,
M00993,2026-02-12,1,8.37,6.15,0.7343,0,0,0,0,0,
M00993,2026-02-13,1,10.49,9.09,0.8663,0,0,0,0,0,
M00993,2026-02-14,1,9.05,7.59,0.8392,0,0,0,0,0,
M00993,2026-02-15,0,8.85,0.0,0.0,0,0,0,0,0,
M00993,2026-02-16,1,9.52,7.33,0.7697,0,0,0,0,0,
M00993,2026-02-17,1,7.11,5.16,0.7263,0,0,0,0,0,
M00993,2026-02-18,1,10.83,6.96,0.6426,0,0,0,0,0,
M00993,2026-02-19,0,9.17,0.0,0.0,1,0,0,0,0,
M00993,2026-02-20,1,11.58,9.17,0.792,0,0,0,0,0,
M00993,2026-02-21,1,7.92,5.91,0.746,0,1,1,0,0,29.0
M00993,2026-02-22,1,8.32,5.77,0.6941,0,0,0,0,0,
M00993,2026-02-23,0,9.11,0.0,0.0,0,0,0,0,0,
M00993,2026-02-24,1,7.79,6.19,0.7946,0,0,0,0,0,
M00993,2026-02-25,1,9.94,6.95,0.6997,0,1,1,0,0,16.0
M00993,2026-02-26,1,8.41,6.24,0.7422,0,0,0,0,0,
M00993,2026-02-27,1,6.63,5.25,0.7922,0,0,0,0,0,
M00993,2026-02-28,1,9.49,6.89,0.7253,0,0,0,0,0,
M00993,2026-03-01,0,8.99,0.0,0.0,0,0,0,0,0,
M00993,2026-03-02,1,10.65,9.23,0.8664,0,0,0,0,0,
M00993,2026-03-03,1,8.84,7.58,0.857,0,0,0,0,0,
M00993,2026-03-04,1,9.23,6.88,0.7459,0,0,0,0,0,
M00993,2026-03-05,1,10.9,8.17,0.7497,0,0,0,0,0,
M00993,2026-03-06,1,9.9,8.26,0.8345,0,0,0,0,0,
M00993,2026-03-07,1,7.71,7.04,0.9134,0,0,0,0,0,
M00993,2026-03-08,1,10.85,7.41,0.6832,0,0,0,0,0,
M00993,2026-03-09,1,10.54,8.31,0.7889,0,0,0,0,0,
M00993,2026-03-10,1,9.03,7.83,0.8672,0,0,0,0,0,
M00993,2026-03-11,1,11.52,7.82,0.6787,0,0,0,0,0,
M00993,2026-03-12,1,8.72,7.48,0.8574,0,0,0,0,0,
M00993,2026-03-13,1,8.81,5.73,0.6506,0,0,0,0,0,
M00993,2026-03-14,1,6.94,5.87,0.8462,0,0,0,0,0,
M00993,2026-03-15,1,9.8,8.31,0.8479,0,2,2,0,1,23.97
M00993,2026-03-16,1,9.15,6.38,0.6968,0,1,1,0,1,28.28
M00993,2026-03-17,0,8.25,0.0,0.0,1,0,0,0,0,
M00993,2026-03-18,1,8.38,6.33,0.7551,0,1,1,0,0,20.77
M00993,2026-03-19,0,10.11,0.0,0.0,1,0,0,0,0,
M00993,2026-03-20,1,8.23,6.15,0.7476,0,0,0,0,0,
M00993,2026-03-21,1,8.57,7.32,0.8541,0,0,0,0,0,
M00993,2026-03-22,1,7.68,4.39,0.5721,0,1,1,0,0,23.14
M00993,2026-03-23,1,6.69,5.25,0.7846,0,0,0,0,0,
M00993,2026-03-24,1,9.92,8.97,0.9045,0,0,0,0,0,
M00993,2026-03-25,0,10.41,0.0,0.0,0,0,0,0,0,
M00993,2026-03-26,0,12.11,0.0,0.0,1,0,0,0,0,
M00993,2026-03-27,0,10.32,0.0,0.0,0,0,0,0,0,
M00993,2026-03-28,1,9.87,8.46,0.8566,0,0,0,0,0,
M00993,2026-03-29,1,10.19,6.28,0.6158,0,1,1,0,0,23.64
M00993,2026-03-30,1,9.07,8.05,0.8875,0,2,2,0,0,20.47
M00993,2026-03-31,1,8.94,7.56,0.8456,0,0,0,0,0,
M00993,2026-04-01,1,6.76,5.87,0.8681,0,0,0,0,0,
M00993,2026-04-02,1,8.42,5.56,0.6605,0,0,0,0,0,
M00993,2026-04-03,1,11.57,9.37,0.8099,0,0,0,0,0,
M00993,2026-04-04,1,8.12,5.51,0.6784,0,1,1,0,0,19.82
M00993,2026-04-05,1,9.08,6.31,0.695,0,0,0,0,0,
M00993,2026-04-06,1,6.38,5.95,0.9323,0,1,0,1,0,
M00993,2026-04-07,0,8.24,0.0,0.0,0,0,0,0,0,
M00993,2026-04-08,1,9.53,8.44,0.8858,0,0,0,0,0,
M00993,2026-04-09,1,10.4,8.99,0.8649,0,0,0,0,0,
M00993,2026-04-10,1,9.21,8.87,0.9627,0,0,0,0,0,
M00993,2026-04-11,1,7.6,6.95,0.9134,0,0,0,0,0,
M00993,2026-04-12,1,9.06,7.58,0.8369,0,1,1,0,1,17.79
M00993,2026-04-13,1,9.43,5.56,0.5896,0,0,0,0,0,
M00993,2026-04-14,1,9.99,7.54,0.7544,0,0,0,0,0,
M00993,2026-04-15,1,9.69,8.31,0.8574,0,0,0,0,0,
M00993,2026-04-16,1,8.17,7.48,0.9151,0,1,0,1,0,
M00993,2026-04-17,1,9.04,7.66,0.8467,0,0,0,0,0,
M00993,2026-04-18,1,9.48,8.08,0.8518,0,0,0,0,0,
M00993,2026-04-19,1,8.32,7.03,0.8457,0,1,1,0,1,23.33
M00993,2026-04-20,1,6.11,3.98,0.6512,0,0,0,0,0,
M00993,2026-04-21,1,8.19,5.73,0.6991,0,0,0,0,0,
M00993,2026-04-22,1,8.99,7.41,0.8236,0,1,1,0,0,22.26
M00993,2026-04-23,0,8.17,0.0,0.0,1,0,0,0,0,
M00993,2026-04-24,1,7.47,4.79,0.6412,0,1,1,0,0,26.28
M00993,2026-04-25,1,10.25,6.17,0.6014,0,0,0,0,0,
M00993,2026-04-26,1,11.34,10.44,0.9205,0,1,1,0,0,18.03
M00993,2026-04-27,1,6.26,4.81,0.7681,0,0,0,0,0,
M00993,2026-04-28,1,11.13,9.86,0.8857,0,0,0,0,0,
M00993,2026-04-29,1,7.93,7.15,0.9015,0,0,0,0,0,
M00993,2026-04-30,1,8.39,7.7,0.9177,0,0,0,0,0,
M00993,2026-05-01,1,10.41,8.51,0.8172,0,0,0,0,0,
M00993,2026-05-02,1,8.8,7.8,0.8863,0,0,0,0,0,
M00993,2026-05-03,1,8.9,6.98,0.7841,0,1,1,0,0,16.99
M00993,2026-05-04,1,8.66,7.16,0.8266,0,0,0,0,0,
M00993,2026-05-05,1,9.96,7.97,0.8004,0,1,1,0,0,30.83
M00993,2026-05-06,1,9.15,6.93,0.7578,0,1,1,0,0,22.76
M00993,2026-05-07,0,10.01,0.0,0.0,1,1,1,0,0,19.51
M00993,2026-05-08,0,9.52,0.0,0.0,1,0,0,0,0,
M00993,2026-05-09,1,11.46,8.67,0.7566,0,0,0,0,0,
M00993,2026-05-10,0,8.44,0.0,0.0,1,0,0,0,0,
M00993,2026-05-11,1,9.59,7.13,0.7434,0,0,0,0,0,
M00993,2026-05-12,1,9.66,6.99,0.7235,0,0,0,0,0,
M00993,2026-05-13,0,8.15,0.0,0.0,1,0,0,0,0,
M00993,2026-05-14,1,6.4,6.26,0.9779,0,0,0,0,0,
M00993,2026-05-15,1,9.4,5.89,0.6269,0,0,0,0,0,
M00993,2026-05-16,1,8.42,6.32,0.7502,0,0,0,0,0,
M00993,2026-05-17,1,10.41,8.63,0.8298,0,0,0,0,0,
M00993,2026-05-18,1,10.04,8.6,0.8572,0,1,1,0,0,20.69
M00993,2026-05-19,1,8.0,5.72,0.7152,0,0,0,0,0,
M00993,2026-05-20,1,8.69,7.75,0.8908,0,0,0,0,0,
M00993,2026-05-21,1,9.25,6.77,0.7319,0,1,1,0,1,16.55
M00993,2026-05-22,1,10.28,7.14,0.6941,0,0,0,0,0,
M00993,2026-05-23,1,9.59,7.9,0.8235,0,0,0,0,0,
M00993,2026-05-24,0,7.45,0.0,0.0,0,1,1,0,0,26.19
M00993,2026-05-25,1,10.23,8.67,0.8479,0,0,0,0,0,
M00993,2026-05-26,1,8.89,5.68,0.6397,0,1,1,0,0,28.04
M00993,2026-05-27,1,9.03,7.98,0.8831,0,0,0,0,0,
M00993,2026-05-28,1,8.92,7.64,0.8564,0,0,0,0,0,
M00993,2026-05-29,1,10.38,9.03,0.8694,0,0,0,0,0,
M00993,2026-05-30,0,8.93,0.0,0.0,0,0,0,0,0,
M00993,2026-05-31,1,8.81,7.24,0.8216,0,0,0,0,0,
M00994,2026-02-01,0,8.83,0.0,0.0,1,0,0,0,0,
M00994,2026-02-02,1,10.4,9.76,0.9384,0,0,0,0,0,
M00994,2026-02-03,1,7.98,7.98,1.0,0,0,0,0,0,
M00994,2026-02-04,1,8.93,6.28,0.7037,0,0,0,0,0,
M00994,2026-02-05,1,8.43,6.21,0.7371,0,0,0,0,0,
M00994,2026-02-06,1,9.8,6.07,0.6191,0,0,0,0,0,
M00994,2026-02-07,1,11.63,8.8,0.7564,0,0,0,0,0,
M00994,2026-02-08,1,8.05,5.69,0.7076,0,0,0,0,0,
M00994,2026-02-09,1,10.44,7.08,0.6786,0,0,0,0,0,
M00994,2026-02-10,1,9.85,6.55,0.6647,0,0,0,0,0,
M00994,2026-02-11,1,9.3,7.58,0.8146,0,0,0,0,0,
M00994,2026-02-12,1,8.42,5.8,0.6895,0,0,0,0,0,
M00994,2026-02-13,1,8.77,7.9,0.9004,0,0,0,0,0,
M00994,2026-02-14,1,9.94,7.77,0.7823,0,0,0,0,0,
M00994,2026-02-15,0,9.86,0.0,0.0,0,0,0,0,0,
M00994,2026-02-16,1,10.13,7.96,0.7855,0,1,0,1,0,
M00994,2026-02-17,1,7.09,4.95,0.6977,0,0,0,0,0,
M00994,2026-02-18,1,8.25,7.03,0.8516,0,0,0,0,0,
M00994,2026-02-19,1,8.92,7.33,0.8218,0,1,1,0,0,25.71
M00994,2026-02-20,0,6.96,0.0,0.0,1,0,0,0,0,
M00994,2026-02-21,1,10.36,7.15,0.6898,0,0,0,0,0,
M00994,2026-02-22,1,13.02,12.52,0.9616,0,1,1,0,0,28.92
M00994,2026-02-23,1,9.17,7.64,0.8324,0,0,0,0,0,
M00994,2026-02-24,1,9.27,6.67,0.7195,0,1,1,0,0,11.46
M00994,2026-02-25,1,8.49,6.89,0.8121,0,1,1,0,0,24.71
M00994,2026-02-26,1,10.79,6.7,0.6204,0,0,0,0,0,
M00994,2026-02-27,1,8.62,7.61,0.8835,0,1,1,0,0,17.12
M00994,2026-02-28,1,9.0,5.41,0.6017,0,1,1,0,0,27.14
M00994,2026-03-01,1,10.65,8.64,0.8115,0,0,0,0,0,
M00994,2026-03-02,1,7.72,5.56,0.7204,0,0,0,0,0,
M00994,2026-03-03,1,10.11,8.72,0.8621,0,1,1,0,1,14.35
M00994,2026-03-04,1,9.2,6.81,0.7407,0,0,0,0,0,
M00994,2026-03-05,1,10.05,8.2,0.816,0,0,0,0,0,
M00994,2026-03-06,1,7.0,4.94,0.706,0,0,0,0,0,
M00994,2026-03-07,1,9.62,8.08,0.8401,0,0,0,0,0,
M00994,2026-03-08,0,10.49,0.0,0.0,0,0,0,0,0,
M00994,2026-03-09,1,9.21,7.04,0.7641,0,0,0,0,0,
M00994,2026-03-10,1,8.11,7.07,0.8724,0,0,0,0,0,
M00994,2026-03-11,0,10.46,0.0,0.0,0,2,2,0,1,27.285
M00994,2026-03-12,1,9.53,7.66,0.804,0,1,1,0,0,21.68
M00994,2026-03-13,1,8.26,5.2,0.6299,0,1,1,0,0,26.28
M00994,2026-03-14,1,8.44,7.01,0.8305,0,1,1,0,0,38.11
M00994,2026-03-15,0,10.75,0.0,0.0,0,0,0,0,0,
M00994,2026-03-16,1,9.02,6.86,0.761,0,0,0,0,0,
M00994,2026-03-17,1,9.82,6.56,0.6681,0,0,0,0,0,
M00994,2026-03-18,1,9.35,7.39,0.7899,0,0,0,0,0,
M00994,2026-03-19,1,7.51,5.94,0.791,0,0,0,0,0,
M00994,2026-03-20,1,9.24,5.98,0.6472,0,0,0,0,0,
M00994,2026-03-21,1,8.14,6.45,0.7922,0,2,2,0,0,28.275
M00994,2026-03-22,1,9.73,6.32,0.65,0,0,0,0,0,
M00994,2026-03-23,1,9.61,6.9,0.7181,0,0,0,0,0,
M00994,2026-03-24,1,10.39,6.58,0.6331,0,0,0,0,0,
M00994,2026-03-25,1,11.79,9.26,0.7855,0,0,0,0,0,
M00994,2026-03-26,1,8.27,6.26,0.7569,0,0,0,0,0,
M00994,2026-03-27,1,9.99,8.09,0.8098,0,0,0,0,0,
M00994,2026-03-28,1,9.28,7.28,0.7851,0,0,0,0,0,
M00994,2026-03-29,1,8.49,5.04,0.5936,0,0,0,0,0,
M00994,2026-03-30,1,8.04,6.35,0.7899,0,0,0,0,0,
M00994,2026-03-31,1,9.52,7.9,0.8298,0,0,0,0,0,
M00994,2026-04-01,1,9.63,7.46,0.7749,0,0,0,0,0,
M00994,2026-04-02,1,9.66,7.77,0.8044,0,0,0,0,0,
M00994,2026-04-03,1,9.89,6.37,0.6443,0,0,0,0,0,
M00994,2026-04-04,1,9.48,6.85,0.722,0,0,0,0,0,
M00994,2026-04-05,1,8.24,6.06,0.7355,0,0,0,0,0,
M00994,2026-04-06,1,10.39,9.23,0.8886,0,1,1,0,0,26.78
M00994,2026-04-07,1,9.61,7.84,0.8164,0,0,0,0,0,
M00994,2026-04-08,0,9.71,0.0,0.0,1,0,0,0,0,
M00994,2026-04-09,1,6.69,5.84,0.8728,0,0,0,0,0,
M00994,2026-04-10,1,8.66,6.32,0.7304,0,1,1,0,0,25.92
M00994,2026-04-11,1,9.58,6.03,0.6287,0,0,0,0,0,
M00994,2026-04-12,0,7.47,0.0,0.0,0,0,0,0,0,
M00994,2026-04-13,1,10.91,8.17,0.749,0,0,0,0,0,
M00994,2026-04-14,1,9.62,7.05,0.7334,0,0,0,0,0,
M00994,2026-04-15,1,10.23,7.22,0.7056,0,0,0,0,0,
M00994,2026-04-16,0,8.97,0.0,0.0,1,0,0,0,0,
M00994,2026-04-17,0,7.05,0.0,0.0,1,0,0,0,0,
M00994,2026-04-18,1,6.4,5.82,0.9093,0,1,1,0,0,20.53
M00994,2026-04-19,1,10.51,8.85,0.8417,0,0,0,0,0,
M00994,2026-04-20,1,8.91,6.76,0.7593,0,0,0,0,0,
M00994,2026-04-21,1,7.48,5.47,0.7316,0,0,0,0,0,
M00994,2026-04-22,1,8.31,6.54,0.7874,0,1,1,0,0,17.82
M00994,2026-04-23,1,9.38,6.27,0.6684,0,1,1,0,0,25.52
M00994,2026-04-24,1,9.2,7.17,0.7794,0,0,0,0,0,
M00994,2026-04-25,1,9.15,8.14,0.8899,0,0,0,0,0,
M00994,2026-04-26,0,8.14,0.0,0.0,0,0,0,0,0,
M00994,2026-04-27,1,8.28,5.4,0.6528,0,0,0,0,0,
M00994,2026-04-28,1,11.17,8.18,0.7325,0,0,0,0,0,
M00994,2026-04-29,1,9.77,8.26,0.8448,0,0,0,0,0,
M00994,2026-04-30,1,9.24,6.82,0.7382,0,0,0,0,0,
M00994,2026-05-01,1,9.08,6.71,0.7386,0,0,0,0,0,
M00994,2026-05-02,0,7.36,0.0,0.0,1,0,0,0,0,
M00994,2026-05-03,1,8.15,6.05,0.742,0,0,0,0,0,
M00994,2026-05-04,1,9.4,6.38,0.6789,0,0,0,0,0,
M00994,2026-05-05,0,8.59,0.0,0.0,1,0,0,0,0,
M00994,2026-05-06,1,8.27,6.9,0.8345,0,0,0,0,0,
M00994,2026-05-07,1,7.71,6.36,0.8249,0,0,0,0,0,
M00994,2026-05-08,0,7.78,0.0,0.0,0,0,0,0,0,
M00994,2026-05-09,1,10.53,5.71,0.5425,0,0,0,0,0,
M00994,2026-05-10,0,8.36,0.0,0.0,0,1,1,0,0,26.5
M00994,2026-05-11,1,10.8,9.24,0.8555,0,0,0,0,0,
M00994,2026-05-12,1,9.39,7.21,0.7685,0,1,1,0,0,28.85
M00994,2026-05-13,0,9.41,0.0,0.0,0,0,0,0,0,
M00994,2026-05-14,1,9.83,7.87,0.8009,0,0,0,0,0,
M00994,2026-05-15,0,9.02,0.0,0.0,1,0,0,0,0,
M00994,2026-05-16,1,7.27,5.69,0.7816,0,0,0,0,0,
M00994,2026-05-17,1,8.2,7.11,0.8675,0,1,1,0,0,27.85
M00994,2026-05-18,1,7.28,5.43,0.7468,0,0,0,0,0,
M00994,2026-05-19,1,12.44,12.44,1.0,0,0,0,0,0,
M00994,2026-05-20,0,8.38,0.0,0.0,0,0,0,0,0,
M00994,2026-05-21,0,8.22,0.0,0.0,1,0,0,0,0,
M00994,2026-05-22,1,8.2,6.28,0.7658,0,0,0,0,0,
M00994,2026-05-23,1,10.14,8.4,0.8281,0,0,0,0,0,
M00994,2026-05-24,0,8.26,0.0,0.0,0,0,0,0,0,
M00994,2026-05-25,1,6.16,5.48,0.8884,0,0,0,0,0,
M00994,2026-05-26,1,10.02,6.3,0.629,0,0,0,0,0,
M00994,2026-05-27,1,8.59,6.95,0.8098,0,0,0,0,0,
