merchant_id,merchant_name,city,cuisine_type,segment,join_date,menu_ready,competitor_presence,profile_avg_rating
M00665,Merchant 00665,San Francisco,Japanese,SMB,2024-07-14,1,0,4.12
M00666,Merchant 00666,Berkeley,Italian,SMB,2021-08-21,1,0,4.04
M00667,Merchant 00667,Palo Alto,Thai,SMB,2024-03-03,1,0,4.61
M00668,Merchant 00668,Berkeley,Japanese,Mid-Market,2025-01-13,0,0,4.57
M00669,Merchant 00669,Oakland,Italian,SMB,2022-07-11,1,1,4.62
M00670,Merchant 00670,Fremont,Thai,Mid-Market,2024-11-17,1,1,4.56
M00671,Merchant 00671,San Jose,Mediterranean,SMB,2022-02-05,1,1,4.2
M00672,Merchant 00672,San Francisco,Chinese,Mid-Market,2024-11-26,1,0,4.4
M00673,Merchant 00673,Fremont,American,SMB,2021-09-10,1,1,4.48
M00674,Merchant 00674,San Jose,Italian,Mid-Market,2021-05-15,1,0,4.66
M00675,Merchant 00675,Berkeley,Mediterranean,SMB,2022-06-20,1,0,4.36
M00676,Merchant 00676,San Francisco,American,SMB,2020-08-19,1,1,3.56
M00677,Merchant 00677,Oakland,Italian,Mid-Market,2021-03-10,1,0,3.94
M00678,Merchant 00678,Oakland,Japanese,Mid-Market,2022-05-30,0,0,4.36
M00679,Merchant 00679,San Francisco,Chinese,SMB,2024-04-29,1,1,4.16
M00680,Merchant 00680,San Francisco,Japanese,Mid-Market,2024-02-08,1,0,4.81
M00681,Merchant 00681,Palo Alto,Indian,Mid-Market,2024-09-27,1,1,4.1
M00682,Merchant 00682,Berkeley,Indian,SMB,2022-06-12,1,0,4.16
M00683,Merchant 00683,San Francisco,American,SMB,2021-04-16,1,0,4.2
M00684,Merchant 00684,Fremont,Thai,SMB,2020-11-16,1,1,3.95
M00685,Merchant 00685,San Jose,Mediterranean,SMB,2023-09-11,1,0,3.66
M00686,Merchant 00686,Palo Alto,Chinese,SMB,2022-08-17,0,1,4.12
M00687,Merchant 00687,Palo Alto,Japanese,SMB,2022-11-29,1,1,4.46
M00688,Merchant 00688,Fremont,Mediterranean,Mid-Market,2025-03-18,1,0,4.72
M00689,Merchant 00689,San Jose,Thai,SMB,2020-11-06,1,1,3.9
M00690,Merchant 00690,San Jose,Mediterranean,SMB,2024-05-18,1,0,4.1
M00691,Merchant 00691,San Francisco,Thai,SMB,2020-03-20,1,0,4.33
M00692,Merchant 00692,Fremont,Chinese,Mid-Market,2022-02-28,1,0,4.04
M00693,Merchant 00693,San Francisco,Japanese,Enterprise,2025-08-01,1,0,3.91
M00694,Merchant 00694,Oakland,Indian,SMB,2021-09-02,1,0,3.96
M00695,Merchant 00695,Palo Alto,Thai,SMB,2025-04-21,1,1,4.03
M00696,Merchant 00696,Fremont,Thai,SMB,2024-08-14,1,0,4.53
M00697,Merchant 00697,San Jose,Mediterranean,Mid-Market,2020-06-10,1,1,3.86
M00698,Merchant 00698,Berkeley,Chinese,SMB,2024-01-19,1,1,4.02
M00699,Merchant 00699,Palo Alto,Thai,SMB,2021-08-30,1,1,4.35
M00700,Merchant 00700,Palo Alto,Thai,Mid-Market,2024-07-09,1,1,4.08
M00701,Merchant 00701,Palo Alto,Chinese,SMB,2020-10-25,1,1,4.57
M00702,Merchant 00702,San Jose,Thai,SMB,2022-08-07,1,1,4.67
M00703,Merchant 00703,Palo Alto,American,SMB,2021-03-01,1,0,4.25
M00704,Merchant 00704,Oakland,Indian,SMB,2024-10-21,1,0,4.44
M00705,Merchant 00705,Oakland,Thai,SMB,2022-11-26,1,0,4.19
M00706,Merchant 00706,Oakland,Thai,SMB,2022-12-31,1,1,4.49
M00707,Merchant 00707,San Jose,Japanese,SMB,2024-03-24,1,0,4.39
M00708,Merchant 00708,Oakland,Chinese,SMB,2020-12-13,1,1,3.69
M00709,Merchant 00709,San Jose,Japanese,SMB,2021-09-21,1,1,4.21
M00710,Merchant 00710,Palo Alto,Japanese,SMB,2020-11-24,1,0,3.76
M00711,Merchant 00711,San Jose,Indian,Mid-Market,2025-01-16,1,0,4.91
M00712,Merchant 00712,San Francisco,Italian,Mid-Market,2020-10-16,1,0,4.53
M00713,Merchant 00713,San Jose,Mediterranean,SMB,2021-03-16,1,0,3.94
M00714,Merchant 00714,San Jose,Mediterranean,SMB,2022-10-15,1,0,3.95
M00715,Merchant 00715,Oakland,Thai,SMB,2024-02-22,1,0,3.9
M00716,Merchant 00716,San Jose,Thai,Mid-Market,2023-01-04,1,1,4.15
M00717,Merchant 00717,San Jose,Mexican,SMB,2023-12-12,1,1,4.39
M00718,Merchant 00718,Palo Alto,Italian,SMB,2020-07-01,1,1,4.91
M00719,Merchant 00719,Palo Alto,Mexican,SMB,2023-12-14,1,0,4.14
M00720,Merchant 00720,Fremont,Mediterranean,SMB,2021-01-17,1,1,3.76
M00721,Merchant 00721,San Francisco,American,SMB,2022-06-06,1,1,3.52
M00722,Merchant 00722,Palo Alto,Mexican,SMB,2024-05-11,1,0,4.24
M00723,Merchant 00723,San Francisco,Thai,SMB,2020-05-19,1,1,3.88
M00724,Merchant 00724,San Jose,Indian,SMB,2025-06-20,1,0,4.21
M00725,Merchant 00725,San Francisco,Chinese,SMB,2025-01-03,1,0,4.96
M00726,Merchant 00726,Fremont,Indian,SMB,2024-10-01,1,1,5.0
M00727,Merchant 00727,Palo Alto,Thai,SMB,2023-10-07,1,0,4.2
M00728,Merchant 00728,Oakland,Thai,SMB,2025-03-10,1,0,4.6
M00729,Merchant 00729,Palo Alto,American,SMB,2021-04-18,1,1,3.87
M00730,Merchant 00730,San Jose,Chinese,Enterprise,2023-02-14,1,0,4.27
M00731,Merchant 00731,Berkeley,Italian,SMB,2022-09-22,1,0,4.54
M00732,Merchant 00732,Fremont,Italian,SMB,2022-05-11,1,0,4.6
M00733,Merchant 00733,Oakland,Italian,SMB,2021-11-25,1,0,4.46
M00734,Merchant 00734,Oakland,Indian,SMB,2020-12-31,1,0,4.08
M00735,Merchant 00735,Berkeley,American,Mid-Market,2023-07-03,0,1,4.4
M00736,Merchant 00736,San Francisco,Chinese,SMB,2022-09-26,1,0,4.27
M00737,Merchant 00737,Palo Alto,Indian,SMB,2024-12-04,1,0,4.04
M00738,Merchant 00738,Palo Alto,Indian,SMB,2023-03-26,1,0,4.01
M00739,Merchant 00739,Oakland,Mexican,SMB,2024-07-07,1,0,4.89
M00740,Merchant 00740,Oakland,Thai,SMB,2021-10-20,1,1,4.13
M00741,Merchant 00741,Berkeley,American,SMB,2020-09-19,0,1,4.24
M00742,Merchant 00742,San Jose,Chinese,SMB,2021-09-07,1,0,3.9
M00743,Merchant 00743,San Jose,Mediterranean,SMB,2024-04-29,0,0,4.29
M00744,Merchant 00744,Palo Alto,Mexican,Mid-Market,2021-06-13,1,0,3.94
M00745,Merchant 00745,Palo Alto,Chinese,SMB,2020-05-07,1,1,3.71
M00746,Merchant 00746,Fremont,Chinese,SMB,2020-12-09,0,1,4.28
M00747,Merchant 00747,Oakland,Chinese,Enterprise,2021-08-21,1,0,4.58
M00748,Merchant 00748,San Francisco,Japanese,SMB,2022-12-26,1,0,4.36
M00749,Merchant 00749,Palo Alto,Mediterranean,Enterprise,2020-06-14,1,0,4.17
M00750,Merchant 00750,Oakland,American,Mid-Market,2020-04-25,1,0,4.97
M00751,Merchant 00751,Berkeley,Italian,SMB,2024-11-02,1,1,4.4
M00752,Merchant 00752,Oakland,Italian,Enterprise,2024-08-22,1,0,3.84
M00753,Merchant 00753,San Francisco,Mexican,SMB,2022-03-23,1,0,4.27
M00754,Merchant 00754,Palo Alto,Mediterranean,SMB,2023-09-11,1,0,3.71
M00755,Merchant 00755,Oakland,Thai,SMB,2020-07-23,1,0,4.17
M00756,Merchant 00756,San Francisco,American,Mid-Market,2024-01-09,1,0,4.61
M00757,Merchant 00757,Palo Alto,Japanese,SMB,2021-01-07,1,0,4.64
M00758,Merchant 00758,Oakland,Indian,SMB,2023-06-30,1,0,4.26
M00759,Merchant 00759,Berkeley,Mediterranean,SMB,2021-11-10,1,0,4.01
M00760,Merchant 00760,Fremont,American,SMB,2020-11-12,1,1,4.57
M00761,Merchant 00761,San Francisco,Italian,SMB,2025-01-13,1,0,4.27
M00762,Merchant 00762,Berkeley,Japanese,Mid-Market,2021-04-04,0,0,3.98
M00763,Merchant 00763,Fremont,American,SMB,2025-07-30,1,0,4.17
M00764,Merchant 00764,Berkeley,Mexican,SMB,2023-06-21,1,0,4.19
M00765,Merchant 00765,Oakland,Chinese,Mid-Market,2022-09-29,0,0,4.19
M00766,Merchant 00766,San Francisco,American,SMB,2021-04-19,1,0,4.15
M00767,Merchant 00767,Berkeley,Chinese,SMB,2023-04-27,1,1,4.12
M00768,Merchant 00768,Palo Alto,American,SMB,2025-02-21,1,0,3.73
M00769,Merchant 00769,Oakland,Mediterranean,SMB,2021-05-16,1,1,3.76
M00770,Merchant 00770,Berkeley,Japanese,SMB,2023-12-07,0,0,4.37
M00771,Merchant 00771,Berkeley,Italian,Mid-Market,2023-04-04,1,0,3.69
M00772,Merchant 00772,Berkeley,Italian,SMB,2021-07-08,0,0,4.5
M00773,Merchant 00773,Berkeley,Italian,SMB,2023-02-28,1,0,4.4
M00774,Merchant 00774,San Francisco,Japanese,SMB,2021-09-23,1,0,4.45
M00775,Merchant 00775,Fremont,Thai,SMB,2022-10-10,1,1,3.83
M00776,Merchant 00776,Palo Alto,American,SMB,2023-08-09,1,0,4.55
M00777,Merchant 00777,Berkeley,Thai,SMB,2022-02-18,1,0,4.47
M00778,Merchant 00778,Oakland,Thai,Mid-Market,2020-12-05,1,0,4.17
M00779,Merchant 00779,Palo Alto,Mexican,SMB,2020-03-10,1,0,4.29
M00780,Merchant 00780,San Jose,Mexican,Enterprise,2021-06-03,1,0,4.26
M00781,Merchant 00781,Fremont,Thai,SMB,2023-11-18,1,1,4.06
M00782,Merchant 00782,San Francisco,Thai,SMB,2025-05-20,1,0,4.11
M00783,Merchant 00783,Oakland,Chinese,Mid-Market,2024-07-19,0,0,3.98
M00784,Merchant 00784,Palo Alto,Mexican,Mid-Market,2025-05-09,1,1,4.33
M00785,Merchant 00785,Berkeley,Italian,SMB,2025-03-02,1,1,3.93
M00786,Merchant 00786,Fremont,Indian,SMB,2023-06-10,0,0,3.8
M00787,Merchant 00787,Palo Alto,Indian,SMB,2025-06-07,1,0,4.17
M00788,Merchant 00788,San Francisco,Chinese,SMB,2025-01-21,1,0,4.56
M00789,Merchant 00789,Oakland,Mexican,SMB,2021-10-03,1,1,3.54
M00790,Merchant 00790,Oakland,Thai,SMB,2021-03-03,1,0,4.35
M00791,Merchant 00791,San Jose,Indian,SMB,2025-07-23,1,0,4.73
M00792,Merchant 00792,San Francisco,Japanese,SMB,2022-10-18,1,0,3.88
M00793,Merchant 00793,Oakland,Mexican,Mid-Market,2025-02-25,1,0,4.28
M00794,Merchant 00794,San Jose,Mexican,SMB,2023-08-23,1,0,4.07
M00795,Merchant 00795,Oakland,Indian,SMB,2024-12-01,1,0,3.92
M00796,Merchant 00796,Oakland,American,SMB,2021-08-19,1,1,3.41
M00797,Merchant 00797,San Jose,Chinese,SMB,2022-07-10,1,1,4.84
M00798,Merchant 00798,Palo Alto,Mexican,SMB,2022-07-08,1,0,4.47
M00799,Merchant 00799,San Jose,Italian,SMB,2025-08-27,1,1,4.17
M00800,Merchant 00800,Oakland,Italian,SMB,2024-06-05,1,1,4.04
M00801,Merchant 00801,Berkeley,American,Mid-Market,2023-06-02,1,1,4.53
M00802,Merchant 00802,Palo Alto,Mexican,SMB,2024-01-07,0,0,4.16
M00803,Merchant 00803,Oakland,American,Mid-Market,2020-12-20,1,0,4.27
M00804,Merchant 00804,San Jose,Thai,SMB,2024-03-31,1,0,4.7
M00805,Merchant 00805,Berkeley,Indian,SMB,2022-09-08,1,0,5.0
M00806,Merchant 00806,San Jose,American,SMB,2023-09-21,1,1,4.29
M00807,Merchant 00807,San Jose,Mexican,SMB,2020-09-03,1,1,3.99
M00808,Merchant 00808,San Jose,Mediterranean,SMB,2020-12-29,1,0,3.91
M00809,Merchant 00809,Oakland,Italian,Mid-Market,2023-06-15,1,0,4.11
M00810,Merchant 00810,Palo Alto,Mexican,Enterprise,2020-06-12,1,0,4.63
M00811,Merchant 00811,Palo Alto,Japanese,Mid-Market,2023-04-02,1,0,4.46
M00812,Merchant 00812,San Jose,Mediterranean,SMB,2023-08-06,1,0,4.22
M00813,Merchant 00813,Palo Alto,Indian,SMB,2022-08-17,1,0,4.26
M00814,Merchant 00814,San Francisco,Italian,Mid-Market,2021-05-03,1,1,4.83
M00815,Merchant 00815,San Francisco,Japanese,Mid-Market,2020-12-09,1,0,3.76
M00816,Merchant 00816,San Francisco,Chinese,SMB,2021-01-20,1,1,4.32
M00817,Merchant 00817,Fremont,Japanese,SMB,2024-10-17,1,0,4.77
M00818,Merchant 00818,San Francisco,Japanese,SMB,2021-11-30,1,1,4.1
M00819,Merchant 00819,Fremont,Japanese,SMB,2025-08-26,1,1,4.3
M00820,Merchant 00820,San Jose,Mediterranean,SMB,2023-08-14,1,1,4.27
M00821,Merchant 00821,Berkeley,Mexican,SMB,2024-11-30,1,0,4.41
M00822,Merchant 00822,San Jose,Chinese,SMB,2024-04-16,0,0,4.93
M00823,Merchant 00823,Fremont,Mexican,SMB,2021-02-11,1,0,4.04
M00824,Merchant 00824,Fremont,Mexican,SMB,2021-06-27,1,0,4.31
M00825,Merchant 00825,San Jose,Thai,SMB,2024-04-16,1,0,3.92
M00826,Merchant 00826,San Francisco,Indian,SMB,2022-02-16,1,0,4.02
M00827,Merchant 00827,San Jose,Chinese,SMB,2020-02-24,1,0,4.04
M00828,Merchant 00828,Berkeley,Japanese,SMB,2024-07-31,1,0,3.68
M00829,Merchant 00829,Berkeley,Indian,SMB,2025-08-29,0,1,4.62
M00830,Merchant 00830,San Francisco,Thai,SMB,2023-04-23,1,0,3.58
M00831,Merchant 00831,Oakland,Indian,Mid-Market,2021-02-20,0,0,4.51
M00832,Merchant 00832,Berkeley,Thai,SMB,2023-03-12,1,1,3.31
M00833,Merchant 00833,Berkeley,Italian,SMB,2022-03-05,1,0,4.72
M00834,Merchant 00834,Palo Alto,Mediterranean,Mid-Market,2022-08-30,1,0,4.18
M00835,Merchant 00835,Fremont,Chinese,Mid-Market,2020-12-19,1,0,4.94
M00836,Merchant 00836,San Francisco,Indian,Mid-Market,2024-11-12,1,0,3.66
M00837,Merchant 00837,Oakland,Chinese,SMB,2021-08-31,1,1,4.07
M00838,Merchant 00838,Berkeley,Mexican,SMB,2023-12-01,1,0,5.0
M00839,Merchant 00839,Palo Alto,Italian,Mid-Market,2025-01-05,1,0,3.74
M00840,Merchant 00840,Berkeley,Mexican,Mid-Market,2020-05-15,1,0,4.31
M00841,Merchant 00841,Oakland,Chinese,SMB,2022-05-12,1,0,4.16
M00842,Merchant 00842,Palo Alto,Chinese,SMB,2025-08-10,1,0,4.15
M00843,Merchant 00843,Palo Alto,Mediterranean,SMB,2021-01-07,1,1,4.37
M00844,Merchant 00844,Berkeley,Chinese,SMB,2021-11-12,1,1,4.11
M00845,Merchant 00845,San Jose,Italian,Mid-Market,2022-12-05,1,1,4.12
M00846,Merchant 00846,San Jose,Mediterranean,Mid-Market,2020-12-19,1,0,3.72
M00847,Merchant 00847,Fremont,American,SMB,2020-11-18,1,0,4.14
M00848,Merchant 00848,Berkeley,Chinese,SMB,2023-04-24,0,1,3.65
M00849,Merchant 00849,San Jose,Thai,SMB,2021-05-16,1,1,4.16
M00850,Merchant 00850,Berkeley,Mexican,Mid-Market,2021-12-18,0,0,3.67
M00851,Merchant 00851,Oakland,American,SMB,2022-04-01,1,0,4.28
M00852,Merchant 00852,Palo Alto,Mexican,SMB,2023-01-18,1,0,3.73
M00853,Merchant 00853,San Francisco,Indian,Mid-Market,2022-01-02,1,0,4.23
M00854,Merchant 00854,Oakland,Chinese,SMB,2025-08-29,0,0,4.16
M00855,Merchant 00855,Palo Alto,American,Mid-Market,2024-09-14,1,1,4.42
M00856,Merchant 00856,San Jose,Thai,SMB,2021-05-31,1,1,3.89
M00857,Merchant 00857,Palo Alto,Japanese,SMB,2022-10-26,1,0,4.23
M00858,Merchant 00858,San Jose,Japanese,Enterprise,2020-05-15,1,1,4.05
M00859,Merchant 00859,Palo Alto,Indian,SMB,2022-03-06,1,0,4.27
M00860,Merchant 00860,Palo Alto,Indian,SMB,2024-08-19,1,1,4.22
M00861,Merchant 00861,San Jose,Mediterranean,SMB,2021-01-30,1,0,4.2
M00862,Merchant 00862,San Francisco,Italian,SMB,2024-12-25,1,1,4.08
M00863,Merchant 00863,Oakland,American,SMB,2021-04-10,1,0,4.15
M00864,Merchant 00864,Palo Alto,Indian,Mid-Market,2024-12-30,1,0,4.49
M00865,Merchant 00865,San Francisco,American,Mid-Market,2020-10-11,1,0,5.0
M00866,Merchant 00866,Palo Alto,American,SMB,2021-08-19,1,0,4.32
M00867,Merchant 00867,Palo Alto,Thai,SMB,2022-02-08,1,1,4.05
M00868,Merchant 00868,Oakland,American,SMB,2023-10-30,0,0,4.84
M00869,Merchant 00869,Fremont,Mediterranean,Mid-Market,2023-09-08,1,1,4.56
M00870,Merchant 00870,Fremont,Chinese,SMB,2021-01-01,1,0,3.74
M00871,Merchant 00871,Oakland,Mexican,Mid-Market,2021-12-19,1,0,4.16
M00872,Merchant 00872,Palo Alto,Chinese,SMB,2025-08-06,1,1,4.62
M00873,Merchant 00873,San Jose,Italian,SMB,2022-09-28,1,0,4.42
M00874,Merchant 00874,Fremont,Japanese,SMB,2022-02-28,1,0,4.27
M00875,Merchant 00875,Fremont,Japanese,Enterprise,2020-04-16,1,1,4.35
M00876,Merchant 00876,San Francisco,Japanese,SMB,2024-12-03,0,0,3.95
M00877,Merchant 00877,San Jose,American,SMB,2023-06-02,1,0,3.89
M00878,Merchant 00878,San Francisco,Italian,SMB,2022-02-27,1,0,4.31
M00879,Merchant 00879,Berkeley,Japanese,SMB,2025-08-12,1,0,3.95
M00880,Merchant 00880,Oakland,Mediterranean,SMB,2023-08-08,1,0,4.66
M00881,Merchant 00881,San Francisco,Japanese,SMB,2024-12-23,0,1,4.07
M00882,Merchant 00882,San Francisco,American,SMB,2023-01-16,1,0,4.63
M00883,Merchant 00883,Berkeley,Japanese,SMB,2023-03-09,1,0,4.51
M00884,Merchant 00884,Palo Alto,Indian,SMB,2022-02-27,1,0,4.56
M00885,Merchant 00885,Berkeley,Chinese,SMB,2024-01-15,1,0,4.21
M00886,Merchant 00886,Oakland,Mediterranean,SMB,2021-03-23,1,0,3.27
M00887,Merchant 00887,San Jose,Thai,SMB,2022-08-22,1,0,4.17
M00888,Merchant 00888,Berkeley,American,SMB,2024-07-12,0,0,4.03
M00889,Merchant 00889,Fremont,Mediterranean,SMB,2024-12-19,1,0,4.08
M00890,Merchant 00890,Berkeley,Chinese,SMB,2024-12-30,1,1,4.0
M00891,Merchant 00891,Berkeley,Italian,SMB,2020-09-24,1,0,3.42
M00892,Merchant 00892,Fremont,American,Mid-Market,2024-04-05,1,0,4.09
M00893,Merchant 00893,San Francisco,Japanese,Mid-Market,2025-01-31,1,0,4.22
M00894,Merchant 00894,Fremont,American,SMB,2023-04-01,1,1,4.61
M00895,Merchant 00895,Fremont,Thai,SMB,2022-04-18,1,1,3.87
M00896,Merchant 00896,Palo Alto,Mediterranean,Enterprise,2021-07-21,1,1,3.98
M00897,Merchant 00897,San Jose,Mediterranean,Mid-Market,2025-03-17,1,0,4.56
M00898,Merchant 00898,San Jose,Thai,Mid-Market,2025-08-30,1,0,4.29
M00899,Merchant 00899,San Jose,Mexican,SMB,2021-10-23,1,0,4.73
M00900,Merchant 00900,Berkeley,American,SMB,2025-03-24,1,0,4.33
M00901,Merchant 00901,San Jose,Italian,SMB,2023-11-24,1,1,4.01
M00902,Merchant 00902,Fremont,Mediterranean,SMB,2021-04-11,1,1,3.94
M00903,Merchant 00903,Fremont,Chinese,SMB,2023-07-24,1,0,4.0
M00904,Merchant 00904,Berkeley,Japanese,Mid-Market,2022-07-13,1,1,3.92
M00905,Merchant 00905,Berkeley,Japanese,SMB,2021-04-28,1,0,5.0
M00906,Merchant 00906,Fremont,Mediterranean,SMB,2020-07-21,1,0,4.35
M00907,Merchant 00907,Palo Alto,Chinese,SMB,2022-10-25,1,0,4.41
M00908,Merchant 00908,San Jose,Italian,SMB,2024-09-13,1,1,4.04
M00909,Merchant 00909,Berkeley,Japanese,SMB,2025-02-05,0,1,4.19
M00910,Merchant 00910,Oakland,Chinese,Mid-Market,2023-06-04,1,0,4.31
M00911,Merchant 00911,San Francisco,Mediterranean,SMB,2024-01-09,1,0,4.76
M00912,Merchant 00912,Palo Alto,Indian,SMB,2022-09-21,1,0,4.78
M00913,Merchant 00913,Oakland,Mexican,SMB,2022-05-15,1,1,3.86
M00914,Merchant 00914,Fremont,Italian,SMB,2023-04-17,1,0,4.42
M00915,Merchant 00915,Oakland,Japanese,SMB,2022-11-07,1,0,4.02
M00916,Merchant 00916,San Jose,Chinese,SMB,2024-06-27,1,0,3.86
M00917,Merchant 00917,Palo Alto,Mediterranean,SMB,2023-07-13,1,1,4.43
M00918,Merchant 00918,Berkeley,Mexican,Mid-Market,2021-09-22,1,0,4.88
M00919,Merchant 00919,San Francisco,Indian,Enterprise,2021-12-16,1,0,4.13
M00920,Merchant 00920,San Francisco,Mediterranean,SMB,2024-12-21,1,0,4.34
M00921,Merchant 00921,Oakland,American,SMB,2022-08-02,1,0,4.12
M00922,Merchant 00922,San Jose,Thai,SMB,2020-06-29,1,0,3.74
M00923,Merchant 00923,San Jose,American,SMB,2023-07-05,1,1,4.37
M00924,Merchant 00924,Berkeley,American,SMB,2024-09-02,1,1,3.46
M00925,Merchant 00925,Berkeley,Thai,SMB,2022-11-04,1,1,4.47
M00926,Merchant 00926,Oakland,Indian,SMB,2025-02-05,1,1,4.67
M00927,Merchant 00927,Palo Alto,Mexican,SMB,2022-07-05,1,0,4.05
M00928,Merchant 00928,Oakland,Mediterranean,SMB,2020-11-21,1,1,4.09
M00929,Merchant 00929,Fremont,Mediterranean,SMB,2025-02-13,1,1,4.2
M00930,Merchant 00930,Palo Alto,Indian,SMB,2021-09-17,1,1,4.38
M00931,Merchant 00931,Fremont,Italian,SMB,2022-10-21,1,1,3.89
M00932,Merchant 00932,Fremont,Chinese,SMB,2023-04-16,1,0,3.14
M00933,Merchant 00933,San Jose,Italian,SMB,2025-04-07,1,0,3.7
M00934,Merchant 00934,Oakland,Mexican,SMB,2020-05-17,1,0,4.39
M00935,Merchant 00935,Palo Alto,American,SMB,2023-03-28,1,0,3.7
M00936,Merchant 00936,Palo Alto,Italian,Mid-Market,2023-05-03,1,0,3.98
M00937,Merchant 00937,San Francisco,Thai,SMB,2022-05-07,1,0,4.1
M00938,Merchant 00938,Fremont,Indian,SMB,2024-08-26,1,0,4.35
M00939,Merchant 00939,Oakland,Chinese,SMB,2023-03-21,1,0,4.71
M00940,Merchant 00940,San Jose,Chinese,SMB,2024-10-11,1,1,3.72
M00941,Merchant 00941,Palo Alto,Japanese,SMB,2021-10-20,1,0,3.78
M00942,Merchant 00942,Palo Alto,Japanese,Mid-Market,2021-11-03,1,1,4.13
M00943,Merchant 00943,Berkeley,Italian,Mid-Market,2022-09-17,0,0,4.83
M00944,Merchant 00944,Oakland,Italian,SMB,2023-08-23,1,0,3.79
M00945,Merchant 00945,Oakland,Italian,SMB,2020-11-04,0,0,3.73
M00946,Merchant 00946,Fremont,Italian,SMB,2025-02-28,1,0,4.05
M00947,Merchant 00947,Palo Alto,Thai,Mid-Market,2025-06-28,1,0,3.67
M00948,Merchant 00948,Berkeley,Indian,SMB,2022-11-10,1,0,3.81
M00949,Merchant 00949,Palo Alto,Indian,SMB,2024-10-02,1,0,4.1
M00950,Merchant 00950,Palo Alto,Japanese,SMB,2023-04-26,1,0,4.96
M00951,Merchant 00951,Fremont,Chinese,Mid-Market,2020-03-31,1,0,3.85
M00952,Merchant 00952,San Jose,American,SMB,2024-03-13,1,0,4.25
M00953,Merchant 00953,San Francisco,Indian,Mid-Market,2025-08-16,1,1,4.62
M00954,Merchant 00954,Palo Alto,Italian,SMB,2025-01-14,1,0,4.05
M00955,Merchant 00955,Oakland,Japanese,SMB,2023-03-06,0,0,4.4
M00956,Merchant 00956,Oakland,American,SMB,2021-01-27,1,1,3.86
M00957,Merchant 00957,Oakland,Mediterranean,SMB,2021-10-14,1,1,4.65
M00958,Merchant 00958,Palo Alto,Italian,Enterprise,2022-07-01,1,0,3.63
M00959,Merchant 00959,Fremont,Japanese,SMB,2024-01-23,1,0,4.69
M00960,Merchant 00960,Palo Alto,Indian,Mid-Market,2020-12-31,1,1,4.33
M00961,Merchant 00961,Berkeley,Chinese,SMB,2022-09-19,1,0,4.63
M00962,Merchant 00962,San Francisco,Chinese,SMB,2022-08-30,1,0,4.29
M00963,Merchant 00963,San Jose,Mediterranean,SMB,2023-03-08,1,0,4.37
M00964,Merchant 00964,Berkeley,Mexican,SMB,2022-05-10,1,0,3.87
M00965,Merchant 00965,Palo Alto,Japanese,SMB,2023-12-12,1,0,4.51
M00966,Merchant 00966,San Francisco,Mediterranean,SMB,2024-12-10,1,1,4.18
M00967,Merchant 00967,Oakland,Chinese,Mid-Market,2024-05-11,1,1,4.63
M00968,Merchant 00968,Palo Alto,Mediterranean,SMB,2023-07-22,1,1,4.3
M00969,Merchant 00969,Oakland,Indian,SMB,2020-08-21,1,0,3.59
M00970,Merchant 00970,San Jose,Thai,SMB,2023-12-18,1,1,4.01
M00971,Merchant 00971,Palo Alto,Chinese,SMB,2024-01-27,1,1,4.48
M00972,Merchant 00972,San Francisco,Thai,SMB,2022-11-04,1,0,3.78
M00973,Merchant 00973,San Jose,American,SMB,2021-01-04,1,1,3.91
M00974,Merchant 00974,Berkeley,Mediterranean,SMB,2025-03-08,1,0,4.21
M00975,Merchant 00975,Palo Alto,Mediterranean,SMB,2022-01-15,0,1,4.28
M00976,Merchant 00976,San Jose,Chinese,SMB,2023-11-26,1,0,4.14
M00977,Merchant 00977,San Francisco,Mexican,SMB,2025-05-19,0,0,3.8
M00978,Merchant 00978,Berkeley,Indian,SMB,2022-06-23,1,1,4.52
M00979,Merchant 00979,Berkeley,Indian,SMB,2022-08-02,1,0,4.05
M00980,Merchant 00980,San Jose,Indian,SMB,2022-06-18,1,1,4.17
M00981,Merchant 00981,San Francisco,Chinese,Mid-Market,2024-08-06,1,1,4.36
M00982,Merchant 00982,Oakland,Mediterranean,SMB,2021-06-30,1,0,5.0
M00983,Merchant 00983,San Jose,Italian,Enterprise,2023-05-01,1,1,4.62
M00984,Merchant 00984,San Jose,Mexican,SMB,2022-06-10,1,0,4.58
M00985,Merchant 00985,San Jose,Thai,Enterprise,2022-06-04,1,1,4.09
M00986,Merchant 00986,Berkeley,Indian,Mid-Market,2021-07-19,1,0,4.01
M00987,Merchant 00987,Oakland,Mediterranean,Mid-Market,2021-08-03,1,0,4.45
M00988,Merchant 00988,Berkeley,Mexican,SMB,2022-09-21,1,0,4.14
M00989,Merchant 00989,San Francisco,Thai,Mid-Market,2020-12-13,1,0,4.42
M00990,Merchant 00990,San Jose,Chinese,SMB,2024-07-01,1,1,4.11
M00991,Merchant 00991,San Jose,Italian,SMB,2021-01-25,1,1,4.43
M00992,Merchant 00992,San Francisco,Japanese,SMB,2022-04-27,1,1,3.61
M00993,Merchant 00993,Fremont,Japanese,SMB,2024-12-23,0,1,4.35
M00994,Merchant 00994,San Jose,Chinese,SMB,2021-05-17,1,0,3.84
M00995,Merchant 00995,Oakland,Japanese,SMB,2023-04-29,1,1,4.72
M00996,Merchant 00996,Palo Alto,Mexican,Enterprise,2021-03-24,1,0,3.83
